filename,species,species_confidence,family,family_confidence,quality,export_path,crop_path,crops_json,primary_crop_index,scene_count,feature_similarity,feature_confidence,color_similarity,color_confidence,similar,secondary_species_list,secondary_species_scores,secondary_family_list,secondary_family_scores,exposure_correction,exposure_pipeline,exposure_subject_stops,exposure_meter_scale,detection_scores,capture_time,orientation
IMG_3128.CR3,Dark-eyed Junco,0.6072425842285156,Sparrow sp.,0.6804792881011963,0.2863705265166961,.kestrel\export\IMG_3128_export.jpg,.kestrel\crop\IMG_3128_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3128_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9983409643173218, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.6072425842285156, ""family"": ""Sparrow sp."", ""family_confidence"": 0.6804792881011963, ""quality"": 0.2863705265166961, ""rating"": 2, ""exposure_correction"": -0.1767, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.0687, ""exposure_meter_scale"": 0.927914, ""bbox"": {""x_min"": 2916, ""x_max"": 4144, ""y_min"": 1774, ""y_max"": 3002, ""width"": 1228, ""height"": 1228, ""x_min_norm"": 0.4175257731958763, ""x_max_norm"": 0.5933562428407789, ""y_min_norm"": 0.38068669527897, ""y_max_norm"": 0.644206008583691, ""x_center_norm"": 0.5054410080183276, ""y_center_norm"": 0.5124463519313305}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.6072425842285156],"[""Sparrow sp.""]",[0.6804792881011963],-0.1767,no_auto_bright_metered_v1,-0.0687,0.927914,[0.9983409643173218],2026-04-02T15:11:06,landscape
IMG_3129.CR3,Dark-eyed Junco,0.9850821495056152,Sparrow sp.,0.998357355594635,0.36221413397026136,.kestrel\export\IMG_3129_export.jpg,.kestrel\crop\IMG_3129_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3129_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9923511147499084, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.9850821495056152, ""family"": ""Sparrow sp."", ""family_confidence"": 0.998357355594635, ""quality"": 0.36221413397026136, ""rating"": 2, ""exposure_correction"": 0.0601, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.1634, ""exposure_meter_scale"": 0.930877, ""bbox"": {""x_min"": 2856, ""x_max"": 4049, ""y_min"": 1785, ""y_max"": 2978, ""width"": 1193, ""height"": 1193, ""x_min_norm"": 0.40893470790378006, ""x_max_norm"": 0.57975372279496, ""y_min_norm"": 0.3830472103004292, ""y_max_norm"": 0.6390557939914163, ""x_center_norm"": 0.49434421534937, ""y_center_norm"": 0.5110515021459228}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.9850821495056152],"[""Sparrow sp.""]",[0.998357355594635],0.0601,no_auto_bright_metered_v1,0.1634,0.930877,[0.9923511147499084],2026-04-02T15:11:07,landscape
IMG_3130.CR3,Dark-eyed Junco,0.9828308820724487,Sparrow sp.,0.9891268014907837,0.2593835825420801,.kestrel\export\IMG_3130_export.jpg,.kestrel\crop\IMG_3130_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3130_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9712257385253906, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.9828308820724487, ""family"": ""Sparrow sp."", ""family_confidence"": 0.9891268014907837, ""quality"": 0.2593835825420801, ""rating"": 2, ""exposure_correction"": -0.4283, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.3842, ""exposure_meter_scale"": 0.969873, ""bbox"": {""x_min"": 2582, ""x_max"": 3880, ""y_min"": 2220, ""y_max"": 3518, ""width"": 1298, ""height"": 1298, ""x_min_norm"": 0.36970217640320735, ""x_max_norm"": 0.5555555555555556, ""y_min_norm"": 0.47639484978540775, ""y_max_norm"": 0.7549356223175966, ""x_center_norm"": 0.46262886597938147, ""y_center_norm"": 0.6156652360515021}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.9828308820724487],"[""Sparrow sp.""]",[0.9891268014907837],-0.4283,no_auto_bright_metered_v1,-0.3842,0.969873,[0.9712257385253906],2026-04-02T15:11:08,landscape
IMG_3131.CR3,Dark-eyed Junco,0.9099679589271545,Sparrow sp.,0.9326097369194031,0.5280413079436992,.kestrel\export\IMG_3131_export.jpg,.kestrel\crop\IMG_3131_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3131_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.997317373752594, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.9099679589271545, ""family"": ""Sparrow sp."", ""family_confidence"": 0.9326097369194031, ""quality"": 0.5280413079436992, ""rating"": 3, ""exposure_correction"": -0.2874, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.0142, ""exposure_meter_scale"": 0.82749, ""bbox"": {""x_min"": 3112, ""x_max"": 4422, ""y_min"": 973, ""y_max"": 2283, ""width"": 1310, ""height"": 1310, ""x_min_norm"": 0.44558991981672397, ""x_max_norm"": 0.6331615120274914, ""y_min_norm"": 0.20879828326180258, ""y_max_norm"": 0.48991416309012875, ""x_center_norm"": 0.5393757159221076, ""y_center_norm"": 0.34935622317596565}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.9099679589271545],"[""Sparrow sp.""]",[0.9326097369194031],-0.2874,no_auto_bright_metered_v1,-0.0142,0.82749,[0.997317373752594],2026-04-02T15:11:09,landscape
IMG_3132.CR3,Dark-eyed Junco,0.8855699300765991,Sparrow sp.,0.9101486802101135,0.579037789664221,.kestrel\export\IMG_3132_export.jpg,.kestrel\crop\IMG_3132_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3132_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9980356097221375, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.8855699300765991, ""family"": ""Sparrow sp."", ""family_confidence"": 0.9101486802101135, ""quality"": 0.579037789664221, ""rating"": 3, ""exposure_correction"": 0.268, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.3199, ""exposure_meter_scale"": 0.964708, ""bbox"": {""x_min"": 3013, ""x_max"": 4382, ""y_min"": 890, ""y_max"": 2259, ""width"": 1369, ""height"": 1369, ""x_min_norm"": 0.4314146620847652, ""x_max_norm"": 0.6274341351660939, ""y_min_norm"": 0.19098712446351931, ""y_max_norm"": 0.4847639484978541, ""x_center_norm"": 0.5294243986254296, ""y_center_norm"": 0.3378755364806867}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.8855699300765991],"[""Sparrow sp.""]",[0.9101486802101135],0.268,no_auto_bright_metered_v1,0.3199,0.964708,[0.9980356097221375],2026-04-02T15:11:10,landscape
IMG_3133.CR3,Dark-eyed Junco,0.9315602779388428,Sparrow sp.,0.945965051651001,0.5148884250285418,.kestrel\export\IMG_3133_export.jpg,.kestrel\crop\IMG_3133_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3133_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.998607337474823, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.9315602779388428, ""family"": ""Sparrow sp."", ""family_confidence"": 0.945965051651001, ""quality"": 0.5148884250285418, ""rating"": 3, ""exposure_correction"": -0.3249, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.006, ""exposure_meter_scale"": 0.801706, ""bbox"": {""x_min"": 2989, ""x_max"": 4252, ""y_min"": 874, ""y_max"": 2137, ""width"": 1263, ""height"": 1263, ""x_min_norm"": 0.42797823596792667, ""x_max_norm"": 0.6088201603665521, ""y_min_norm"": 0.18755364806866953, ""y_max_norm"": 0.4585836909871245, ""x_center_norm"": 0.5183991981672395, ""y_center_norm"": 0.323068669527897}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.9315602779388428],"[""Sparrow sp.""]",[0.945965051651001],-0.3249,no_auto_bright_metered_v1,-0.006,0.801706,[0.998607337474823],2026-04-02T15:11:11,landscape
IMG_3134.CR3,Dark-eyed Junco,0.9876592755317688,Sparrow sp.,0.9939553737640381,0.42243644139730335,.kestrel\export\IMG_3134_export.jpg,.kestrel\crop\IMG_3134_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_3134_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9942904710769653, ""species"": ""Dark-eyed Junco"", ""species_confidence"": 0.9876592755317688, ""family"": ""Sparrow sp."", ""family_confidence"": 0.9939553737640381, ""quality"": 0.42243644139730335, ""rating"": 3, ""exposure_correction"": -0.3125, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.0072, ""exposure_meter_scale"": 0.801256, ""bbox"": {""x_min"": 2978, ""x_max"": 4230, ""y_min"": 824, ""y_max"": 2076, ""width"": 1252, ""height"": 1252, ""x_min_norm"": 0.42640320733104237, ""x_max_norm"": 0.6056701030927835, ""y_min_norm"": 0.17682403433476396, ""y_max_norm"": 0.4454935622317597, ""x_center_norm"": 0.516036655211913, ""y_center_norm"": 0.3111587982832618}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Dark-eyed Junco""]",[0.9876592755317688],"[""Sparrow sp.""]",[0.9939553737640381],-0.3125,no_auto_bright_metered_v1,0.0072,0.801256,[0.9942904710769653],2026-04-02T15:11:12,landscape
IMG_8492.CR3,Pine Warbler,0.8345495462417603,Warbler sp.,0.9904496073722839,0.450679101550187,.kestrel\export\IMG_8492_export.jpg,.kestrel\crop\IMG_8492_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8492_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9974485039710999, ""species"": ""Pine Warbler"", ""species_confidence"": 0.8345495462417603, ""family"": ""Warbler sp."", ""family_confidence"": 0.9904496073722839, ""quality"": 0.450679101550187, ""rating"": 3, ""exposure_correction"": -0.4439, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.5915, ""exposure_meter_scale"": 1.107721, ""bbox"": {""x_min"": 2133, ""x_max"": 3969, ""y_min"": 2433, ""y_max"": 4269, ""width"": 1836, ""height"": 1836, ""x_min_norm"": 0.30541237113402064, ""x_max_norm"": 0.5682989690721649, ""y_min_norm"": 0.5221030042918455, ""y_max_norm"": 0.9160944206008583, ""x_center_norm"": 0.4368556701030928, ""y_center_norm"": 0.7190987124463519}}]",0,5,0.0,1.0,0,0,False,"[""Pine Warbler""]",[0.8345495462417603],"[""Warbler sp.""]",[0.9904496073722839],-0.4439,no_auto_bright_metered_v1,-0.5915,1.107721,[0.9974485039710999],2026-04-02T15:33:00,landscape
IMG_8493.CR3,Pine Warbler,0.9871423244476318,Warbler sp.,0.9959620237350464,0.5557958146682687,.kestrel\export\IMG_8493_export.jpg,.kestrel\crop\IMG_8493_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8493_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9979054927825928, ""species"": ""Pine Warbler"", ""species_confidence"": 0.9871423244476318, ""family"": ""Warbler sp."", ""family_confidence"": 0.9959620237350464, ""quality"": 0.5557958146682687, ""rating"": 3, ""exposure_correction"": -0.5675, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.6279, ""exposure_meter_scale"": 1.042762, ""bbox"": {""x_min"": 3305, ""x_max"": 5036, ""y_min"": 670, ""y_max"": 2401, ""width"": 1731, ""height"": 1731, ""x_min_norm"": 0.47322451317296677, ""x_max_norm"": 0.7210767468499427, ""y_min_norm"": 0.14377682403433475, ""y_max_norm"": 0.5152360515021459, ""x_center_norm"": 0.5971506300114547, ""y_center_norm"": 0.32950643776824035}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Pine Warbler""]",[0.9871423244476318],"[""Warbler sp.""]",[0.9959620237350464],-0.5675,no_auto_bright_metered_v1,-0.6279,1.042762,[0.9979054927825928],2026-04-02T15:33:01,landscape
IMG_8494.CR3,Pine Warbler,0.7538846731185913,Warbler sp.,0.9080842137336731,0.26663382845755396,.kestrel\export\IMG_8494_export.jpg,.kestrel\crop\IMG_8494_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8494_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.956851065158844, ""species"": ""Pine Warbler"", ""species_confidence"": 0.7538846731185913, ""family"": ""Warbler sp."", ""family_confidence"": 0.9080842137336731, ""quality"": 0.26663382845755396, ""rating"": 2, ""exposure_correction"": -0.547, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.6366, ""exposure_meter_scale"": 1.064079, ""bbox"": {""x_min"": 3098, ""x_max"": 4735, ""y_min"": 810, ""y_max"": 2447, ""width"": 1637, ""height"": 1637, ""x_min_norm"": 0.4435853379152348, ""x_max_norm"": 0.6779782359679267, ""y_min_norm"": 0.17381974248927037, ""y_max_norm"": 0.5251072961373391, ""x_center_norm"": 0.5607817869415808, ""y_center_norm"": 0.3494635193133047}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Pine Warbler""]",[0.7538846731185913],"[""Warbler sp.""]",[0.9080842137336731],-0.547,no_auto_bright_metered_v1,-0.6366,1.064079,[0.956851065158844],2026-04-02T15:33:02,landscape
IMG_8495.CR3,Evening Grosbeak,0.5286498665809631,Finch sp.,0.7088885307312012,0.24879722590212575,.kestrel\export\IMG_8495_export.jpg,.kestrel\crop\IMG_8495_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8495_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.997865617275238, ""species"": ""Evening Grosbeak"", ""species_confidence"": 0.5286498665809631, ""family"": ""Finch sp."", ""family_confidence"": 0.7088885307312012, ""quality"": 0.24879722590212575, ""rating"": 2, ""exposure_correction"": -0.6088, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.597, ""exposure_meter_scale"": 0.991909, ""bbox"": {""x_min"": 2417, ""x_max"": 4066, ""y_min"": 1294, ""y_max"": 2943, ""width"": 1649, ""height"": 1649, ""x_min_norm"": 0.3460767468499427, ""x_max_norm"": 0.5821878579610539, ""y_min_norm"": 0.2776824034334764, ""y_max_norm"": 0.6315450643776824, ""x_center_norm"": 0.4641323024054983, ""y_center_norm"": 0.4546137339055794}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Evening Grosbeak""]",[0.5286498665809631],"[""Finch sp.""]",[0.7088885307312012],-0.6088,no_auto_bright_metered_v1,-0.597,0.991909,[0.997865617275238],2026-04-02T15:33:03,landscape
IMG_8496.CR3,Pine Warbler,0.4305371344089508,Warbler sp.,0.5638027787208557,0.2880909272591146,.kestrel\export\IMG_8496_export.jpg,.kestrel\crop\IMG_8496_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8496_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9976286292076111, ""species"": ""Pine Warbler"", ""species_confidence"": 0.4305371344089508, ""family"": ""Warbler sp."", ""family_confidence"": 0.5638027787208557, ""quality"": 0.2880909272591146, ""rating"": 2, ""exposure_correction"": -0.6142, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.584, ""exposure_meter_scale"": 0.979243, ""bbox"": {""x_min"": 2450, ""x_max"": 4040, ""y_min"": 1261, ""y_max"": 2851, ""width"": 1590, ""height"": 1590, ""x_min_norm"": 0.3508018327605956, ""x_max_norm"": 0.5784650630011455, ""y_min_norm"": 0.2706008583690987, ""y_max_norm"": 0.6118025751072962, ""x_center_norm"": 0.4646334478808706, ""y_center_norm"": 0.4412017167381974}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Pine Warbler""]",[0.4305371344089508],"[""Warbler sp.""]",[0.5638027787208557],-0.6142,no_auto_bright_metered_v1,-0.584,0.979243,[0.9976286292076111],2026-04-02T15:33:04,landscape
IMG_9652.CR3,Lesser Yellowlegs,0.669878363609314,Sandpiper sp.,0.9947469830513,0.5495300778002445,.kestrel\export\IMG_9652_export.jpg,.kestrel\crop\IMG_9652_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_9652_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9970533847808838, ""species"": ""Lesser Yellowlegs"", ""species_confidence"": 0.669878363609314, ""family"": ""Sandpiper sp."", ""family_confidence"": 0.9947469830513, ""quality"": 0.5495300778002445, ""rating"": 3, ""exposure_correction"": -0.3229, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.316, ""exposure_meter_scale"": 0.995208, ""bbox"": {""x_min"": 3213, ""x_max"": 4745, ""y_min"": 958, ""y_max"": 2490, ""width"": 1532, ""height"": 1532, ""x_min_norm"": 0.46005154639175255, ""x_max_norm"": 0.6794100801832761, ""y_min_norm"": 0.2055793991416309, ""y_max_norm"": 0.5343347639484979, ""x_center_norm"": 0.5697308132875143, ""y_center_norm"": 0.3699570815450644}}, {""crop_index"": 1, ""crop_path"": "".kestrel\\crop\\IMG_9652_crop_1.jpg"", ""detection_index"": 1, ""detection_confidence"": 0.9247903823852539, ""species"": ""Leach's Storm-Petrel"", ""species_confidence"": 0.3677842319011688, ""family"": ""Storm-Petrel sp."", ""family_confidence"": 0.3892313838005066, ""quality"": 0.18596889771248715, ""rating"": 2, ""exposure_correction"": 1.3239, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.3308, ""exposure_meter_scale"": 0.995208, ""bbox"": {""x_min"": 0, ""x_max"": 662, ""y_min"": 390, ""y_max"": 1053, ""width"": 662, ""height"": 663, ""x_min_norm"": 0.0, ""x_max_norm"": 0.09478808705612829, ""y_min_norm"": 0.08369098712446352, ""y_max_norm"": 0.2259656652360515, ""x_center_norm"": 0.047394043528064145, ""y_center_norm"": 0.15482832618025752}}]",0,6,0.0033333333333333335,1.0,0,0,False,"[""Lesser Yellowlegs"", ""Leach's Storm-Petrel""]","[0.669878363609314, 0.3677842319011688]","[""Sandpiper sp."", ""Storm-Petrel sp.""]","[0.9947469830513, 0.3892313838005066]",-0.3229,no_auto_bright_metered_v1,-0.316,0.995208,"[0.9970533847808838, 0.9247903823852539]",2026-04-02T15:55:00,landscape
IMG_9653.CR3,Lesser Yellowlegs,0.8013418316841125,Sandpiper sp.,0.9942868947982788,0.5156657215352413,.kestrel\export\IMG_9653_export.jpg,.kestrel\crop\IMG_9653_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_9653_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.985789954662323, ""species"": ""Lesser Yellowlegs"", ""species_confidence"": 0.8013418316841125, ""family"": ""Sandpiper sp."", ""family_confidence"": 0.9942868947982788, ""quality"": 0.5156657215352413, ""rating"": 3, ""exposure_correction"": -0.3039, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.2864, ""exposure_meter_scale"": 0.98794, ""bbox"": {""x_min"": 3095, ""x_max"": 4662, ""y_min"": 993, ""y_max"": 2560, ""width"": 1567, ""height"": 1567, ""x_min_norm"": 0.44315578465063, ""x_max_norm"": 0.6675257731958762, ""y_min_norm"": 0.21309012875536482, ""y_max_norm"": 0.5493562231759657, ""x_center_norm"": 0.5553407789232532, ""y_center_norm"": 0.38122317596566524}}]",0,6,-1.0,-1.0,-1.0,-1.0,True,"[""Lesser Yellowlegs""]",[0.8013418316841125],"[""Sandpiper sp.""]",[0.9942868947982788],-0.3039,no_auto_bright_metered_v1,-0.2864,0.98794,[0.985789954662323],2026-04-02T15:55:01,landscape
IMG_9654.CR3,Greater Yellowlegs,0.703806459903717,Sandpiper sp.,0.9931517839431763,0.5053158446721846,.kestrel\export\IMG_9654_export.jpg,.kestrel\crop\IMG_9654_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_9654_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9975177049636841, ""species"": ""Greater Yellowlegs"", ""species_confidence"": 0.703806459903717, ""family"": ""Sandpiper sp."", ""family_confidence"": 0.9931517839431763, ""quality"": 0.5053158446721846, ""rating"": 3, ""exposure_correction"": 1.0732, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.0643, ""exposure_meter_scale"": 1.006212, ""bbox"": {""x_min"": 3064, ""x_max"": 4701, ""y_min"": 1607, ""y_max"": 3244, ""width"": 1637, ""height"": 1637, ""x_min_norm"": 0.43871706758304696, ""x_max_norm"": 0.6731099656357389, ""y_min_norm"": 0.3448497854077253, ""y_max_norm"": 0.696137339055794, ""x_center_norm"": 0.5559135166093929, ""y_center_norm"": 0.5204935622317597}}, {""crop_index"": 1, ""crop_path"": "".kestrel\\crop\\IMG_9654_crop_1.jpg"", ""detection_index"": 1, ""detection_confidence"": 0.953072726726532, ""species"": ""Greater Yellowlegs"", ""species_confidence"": 0.42739957571029663, ""family"": ""Sandpiper sp."", ""family_confidence"": 0.7709628343582153, ""quality"": 0.2351180941789549, ""rating"": 2, ""exposure_correction"": 1.2384, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.2294, ""exposure_meter_scale"": 1.006212, ""bbox"": {""x_min"": 0, ""x_max"": 568, ""y_min"": 1178, ""y_max"": 1747, ""width"": 568, ""height"": 569, ""x_min_norm"": 0.0, ""x_max_norm"": 0.08132875143184422, ""y_min_norm"": 0.25278969957081543, ""y_max_norm"": 0.37489270386266094, ""x_center_norm"": 0.04066437571592211, ""y_center_norm"": 0.3138412017167382}}, {""crop_index"": 2, ""crop_path"": "".kestrel\\crop\\IMG_9654_crop_2.jpg"", ""detection_index"": 2, ""detection_confidence"": 0.8916046619415283, ""species"": ""Glaucous-winged Gull"", ""species_confidence"": 0.1044524684548378, ""family"": ""Gull/Tern/Skimmer sp."", ""family_confidence"": 0.41844165325164795, ""quality"": 0.2731057042993377, ""rating"": 2, ""exposure_correction"": 1.7452, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.7363, ""exposure_meter_scale"": 1.006212, ""bbox"": {""x_min"": 0, ""x_max"": 660, ""y_min"": 2736, ""y_max"": 3397, ""width"": 660, ""height"": 661, ""x_min_norm"": 0.0, ""x_max_norm"": 0.09450171821305842, ""y_min_norm"": 0.5871244635193134, ""y_max_norm"": 0.7289699570815451, ""x_center_norm"": 0.04725085910652921, ""y_center_norm"": 0.6580472103004292}}]",0,6,-1.0,-1.0,-1.0,-1.0,True,"[""Greater Yellowlegs"", ""Greater Yellowlegs"", ""Glaucous-winged Gull""]","[0.703806459903717, 0.42739957571029663, 0.1044524684548378]","[""Sandpiper sp."", ""Sandpiper sp."", ""Gull/Tern/Skimmer sp.""]","[0.9931517839431763, 0.7709628343582153, 0.41844165325164795]",1.0732,no_auto_bright_metered_v1,1.0643,1.006212,"[0.9975177049636841, 0.953072726726532, 0.8916046619415283]",2026-04-02T15:55:02,landscape
IMG_9655.CR3,Greater Yellowlegs,0.7573983073234558,Sandpiper sp.,0.975606381893158,0.2500153568755449,.kestrel\export\IMG_9655_export.jpg,.kestrel\crop\IMG_9655_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_9655_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9989787340164185, ""species"": ""Greater Yellowlegs"", ""species_confidence"": 0.7573983073234558, ""family"": ""Sandpiper sp."", ""family_confidence"": 0.975606381893158, ""quality"": 0.2500153568755449, ""rating"": 2, ""exposure_correction"": 1.0958, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.0493, ""exposure_meter_scale"": 1.032742, ""bbox"": {""x_min"": 2840, ""x_max"": 4641, ""y_min"": 2045, ""y_max"": 3846, ""width"": 1801, ""height"": 1801, ""x_min_norm"": 0.4066437571592211, ""x_max_norm"": 0.6645189003436426, ""y_min_norm"": 0.4388412017167382, ""y_max_norm"": 0.8253218884120171, ""x_center_norm"": 0.5355813287514318, ""y_center_norm"": 0.6320815450643776}}]",0,6,-1.0,-1.0,-1.0,-1.0,True,"[""Greater Yellowlegs""]",[0.7573983073234558],"[""Sandpiper sp.""]",[0.975606381893158],1.0958,no_auto_bright_metered_v1,1.0493,1.032742,"[0.9989787340164185, 0.9446143507957458]",2026-04-02T15:55:03,landscape
IMG_9656.CR3,Lesser Yellowlegs,0.4911655783653259,Sandpiper sp.,0.9931455254554749,0.6218850177235384,.kestrel\export\IMG_9656_export.jpg,.kestrel\crop\IMG_9656_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_9656_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9991777539253235, ""species"": ""Lesser Yellowlegs"", ""species_confidence"": 0.4911655783653259, ""family"": ""Sandpiper sp."", ""family_confidence"": 0.9931455254554749, ""quality"": 0.6218850177235384, ""rating"": 4, ""exposure_correction"": 1.2258, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.1858, ""exposure_meter_scale"": 1.028079, ""bbox"": {""x_min"": 2781, ""x_max"": 4512, ""y_min"": 1525, ""y_max"": 3256, ""width"": 1731, ""height"": 1731, ""x_min_norm"": 0.39819587628865977, ""x_max_norm"": 0.6460481099656358, ""y_min_norm"": 0.3272532188841202, ""y_max_norm"": 0.6987124463519313, ""x_center_norm"": 0.5221219931271478, ""y_center_norm"": 0.5129828326180258}}]",0,6,0.4266666666666667,1.0,0,0,True,"[""Lesser Yellowlegs""]",[0.4911655783653259],"[""Sandpiper sp.""]",[0.9931455254554749],1.2258,no_auto_bright_metered_v1,1.1858,1.028079,[0.9991777539253235],2026-04-02T15:55:04,landscape
