filename,species,species_confidence,family,family_confidence,quality,export_path,crop_path,crops_json,primary_crop_index,scene_count,feature_similarity,feature_confidence,color_similarity,color_confidence,similar,secondary_species_list,secondary_species_scores,secondary_family_list,secondary_family_scores,exposure_correction,exposure_pipeline,exposure_subject_stops,exposure_meter_scale,detection_scores,capture_time,orientation
IMG_6954.CR3,Mourning Dove,0.32647648453712463,Pigeon/Dove sp.,0.49351388216018677,0.603438428465119,.kestrel\export\IMG_6954_export.jpg,.kestrel\crop\IMG_6954_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_6954_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9643113613128662, ""species"": ""Mourning Dove"", ""species_confidence"": 0.32647648453712463, ""family"": ""Pigeon/Dove sp."", ""family_confidence"": 0.49351388216018677, ""quality"": 0.603438428465119, ""rating"": 4, ""exposure_correction"": 1.6655, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.5703, ""exposure_meter_scale"": 2.136534, ""bbox"": {""x_min"": 2319, ""x_max"": 5591, ""y_min"": 210, ""y_max"": 3482, ""width"": 3272, ""height"": 3272, ""x_min_norm"": 0.3320446735395189, ""x_max_norm"": 0.8005441008018328, ""y_min_norm"": 0.045064377682403435, ""y_max_norm"": 0.7472103004291846, ""x_center_norm"": 0.5662943871706758, ""y_center_norm"": 0.396137339055794}}]",0,3,-1.0,-1.0,-1.0,-1.0,True,"[""Mourning Dove""]",[0.32647648453712463],"[""Pigeon/Dove sp.""]",[0.49351388216018677],1.6655,no_auto_bright_metered_v1,0.5703,2.136534,[0.9643113613128662],2026-04-02T07:35:08,landscape
IMG_6955.CR3,Mourning Dove,0.7181112766265869,Pigeon/Dove sp.,0.8862000703811646,0.6153745081003456,.kestrel\export\IMG_6955_export.jpg,.kestrel\crop\IMG_6955_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_6955_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9957343935966492, ""species"": ""Mourning Dove"", ""species_confidence"": 0.7181112766265869, ""family"": ""Pigeon/Dove sp."", ""family_confidence"": 0.8862000703811646, ""quality"": 0.6153745081003456, ""rating"": 4, ""exposure_correction"": 1.6913, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.538, ""exposure_meter_scale"": 2.224277, ""bbox"": {""x_min"": 2873, ""x_max"": 6134, ""y_min"": 654, ""y_max"": 3915, ""width"": 3261, ""height"": 3261, ""x_min_norm"": 0.411368843069874, ""x_max_norm"": 0.8782932416953035, ""y_min_norm"": 0.14034334763948497, ""y_max_norm"": 0.8401287553648069, ""x_center_norm"": 0.6448310423825888, ""y_center_norm"": 0.49023605150214594}}]",0,3,-1.0,-1.0,-1.0,-1.0,True,"[""Mourning Dove""]",[0.7181112766265869],"[""Pigeon/Dove sp.""]",[0.8862000703811646],1.6913,no_auto_bright_metered_v1,0.538,2.224277,[0.9957343935966492],2026-04-02T07:35:09,landscape
IMG_6956.CR3,Mourning Dove,0.4186921715736389,Pigeon/Dove sp.,0.8363136053085327,0.6298945929142461,.kestrel\export\IMG_6956_export.jpg,.kestrel\crop\IMG_6956_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_6956_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9907554984092712, ""species"": ""Mourning Dove"", ""species_confidence"": 0.4186921715736389, ""family"": ""Pigeon/Dove sp."", ""family_confidence"": 0.8363136053085327, ""quality"": 0.6298945929142461, ""rating"": 4, ""exposure_correction"": 1.6969, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.5391, ""exposure_meter_scale"": 2.231241, ""bbox"": {""x_min"": 2864, ""x_max"": 6066, ""y_min"": 749, ""y_max"": 3951, ""width"": 3202, ""height"": 3202, ""x_min_norm"": 0.41008018327605955, ""x_max_norm"": 0.8685567010309279, ""y_min_norm"": 0.16072961373390557, ""y_max_norm"": 0.8478540772532189, ""x_center_norm"": 0.6393184421534936, ""y_center_norm"": 0.5042918454935622}}]",0,3,-1.0,-1.0,-1.0,-1.0,True,"[""Mourning Dove""]",[0.4186921715736389],"[""Pigeon/Dove sp.""]",[0.8363136053085327],1.6969,no_auto_bright_metered_v1,0.5391,2.231241,[0.9907554984092712],2026-04-02T07:35:10,landscape
IMG_6957.CR3,Mourning Dove,0.580292284488678,Pigeon/Dove sp.,0.7421754598617554,0.6899316241146175,.kestrel\export\IMG_6957_export.jpg,.kestrel\crop\IMG_6957_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_6957_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9274709820747375, ""species"": ""Mourning Dove"", ""species_confidence"": 0.580292284488678, ""family"": ""Pigeon/Dove sp."", ""family_confidence"": 0.7421754598617554, ""quality"": 0.6899316241146175, ""rating"": 4, ""exposure_correction"": 1.5512, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 0.5217, ""exposure_meter_scale"": 2.041358, ""bbox"": {""x_min"": 2882, ""x_max"": 6084, ""y_min"": 696, ""y_max"": 3898, ""width"": 3202, ""height"": 3202, ""x_min_norm"": 0.4126575028636884, ""x_max_norm"": 0.8711340206185567, ""y_min_norm"": 0.14935622317596567, ""y_max_norm"": 0.836480686695279, ""x_center_norm"": 0.6418957617411226, ""y_center_norm"": 0.4929184549356223}}]",0,3,-1.0,-1.0,-1.0,-1.0,True,"[""Mourning Dove""]",[0.580292284488678],"[""Pigeon/Dove sp.""]",[0.7421754598617554],1.5512,no_auto_bright_metered_v1,0.5217,2.041358,[0.9274709820747375],2026-04-02T07:35:11,landscape
IMG_7392.CR3,Northern Mockingbird,0.999695897102356,Mockingbird/Thrasher sp.,0.999710202217102,0.5042430004432508,.kestrel\export\IMG_7392_export.jpg,.kestrel\crop\IMG_7392_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7392_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9995874762535095, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.999695897102356, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.999710202217102, ""quality"": 0.5042430004432508, ""rating"": 3, ""exposure_correction"": -0.5857, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4611, ""exposure_meter_scale"": 0.917255, ""bbox"": {""x_min"": 1923, ""x_max"": 5698, ""y_min"": 17, ""y_max"": 3792, ""width"": 3775, ""height"": 3775, ""x_min_norm"": 0.27534364261168387, ""x_max_norm"": 0.815864833906071, ""y_min_norm"": 0.003648068669527897, ""y_max_norm"": 0.8137339055793992, ""x_center_norm"": 0.5456042382588774, ""y_center_norm"": 0.4086909871244635}}]",0,4,0.0,1.0,0,0,False,"[""Northern Mockingbird""]",[0.999695897102356],"[""Mockingbird/Thrasher sp.""]",[0.999710202217102],-0.5857,no_auto_bright_metered_v1,-0.4611,0.917255,[0.9995874762535095],2026-04-02T08:15:00,landscape
IMG_7393.CR3,Northern Mockingbird,0.9994651675224304,Mockingbird/Thrasher sp.,0.999473512172699,0.3728638269869628,.kestrel\export\IMG_7393_export.jpg,.kestrel\crop\IMG_7393_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7393_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9982548356056213, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9994651675224304, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.999473512172699, ""quality"": 0.3728638269869628, ""rating"": 2, ""exposure_correction"": -0.5957, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4589, ""exposure_meter_scale"": 0.909496, ""bbox"": {""x_min"": 1917, ""x_max"": 5399, ""y_min"": 0, ""y_max"": 3482, ""width"": 3482, ""height"": 3482, ""x_min_norm"": 0.27448453608247425, ""x_max_norm"": 0.7730526918671249, ""y_min_norm"": 0.0, ""y_max_norm"": 0.7472103004291846, ""x_center_norm"": 0.5237686139747996, ""y_center_norm"": 0.3736051502145923}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9994651675224304],"[""Mockingbird/Thrasher sp.""]",[0.999473512172699],-0.5957,no_auto_bright_metered_v1,-0.4589,0.909496,[0.9982548356056213],2026-04-02T08:15:01,landscape
IMG_7394.CR3,Northern Mockingbird,0.9805190563201904,Mockingbird/Thrasher sp.,0.980604887008667,0.784954333383016,.kestrel\export\IMG_7394_export.jpg,.kestrel\crop\IMG_7394_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7394_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9992967844009399, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9805190563201904, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.980604887008667, ""quality"": 0.784954333383016, ""rating"": 4, ""exposure_correction"": -0.5766, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4203, ""exposure_meter_scale"": 0.897353, ""bbox"": {""x_min"": 2244, ""x_max"": 4839, ""y_min"": 792, ""y_max"": 3387, ""width"": 2595, ""height"": 2595, ""x_min_norm"": 0.32130584192439865, ""x_max_norm"": 0.6928694158075601, ""y_min_norm"": 0.16995708154506436, ""y_max_norm"": 0.726824034334764, ""x_center_norm"": 0.5070876288659794, ""y_center_norm"": 0.44839055793991417}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9805190563201904],"[""Mockingbird/Thrasher sp.""]",[0.980604887008667],-0.5766,no_auto_bright_metered_v1,-0.4203,0.897353,[0.9992967844009399],2026-04-02T08:15:02,landscape
IMG_7395.CR3,Northern Mockingbird,0.9989559650421143,Mockingbird/Thrasher sp.,0.9990572929382324,0.5414747675259908,.kestrel\export\IMG_7395_export.jpg,.kestrel\crop\IMG_7395_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7395_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9991917014122009, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9989559650421143, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.9990572929382324, ""quality"": 0.5414747675259908, ""rating"": 3, ""exposure_correction"": -0.553, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4578, ""exposure_meter_scale"": 0.936187, ""bbox"": {""x_min"": 2815, ""x_max"": 5620, ""y_min"": 145, ""y_max"": 2950, ""width"": 2805, ""height"": 2805, ""x_min_norm"": 0.40306414662084766, ""x_max_norm"": 0.804696449026346, ""y_min_norm"": 0.03111587982832618, ""y_max_norm"": 0.6330472103004292, ""x_center_norm"": 0.6038802978235968, ""y_center_norm"": 0.3320815450643777}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9989559650421143],"[""Mockingbird/Thrasher sp.""]",[0.9990572929382324],-0.553,no_auto_bright_metered_v1,-0.4578,0.936187,[0.9991917014122009],2026-04-02T08:15:03,landscape
IMG_7396.CR3,Northern Mockingbird,0.9964955449104309,Mockingbird/Thrasher sp.,0.9974001049995422,0.7558700988167818,.kestrel\export\IMG_7396_export.jpg,.kestrel\crop\IMG_7396_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7396_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9996514320373535, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9964955449104309, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.9974001049995422, ""quality"": 0.7558700988167818, ""rating"": 4, ""exposure_correction"": -0.6149, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4863, ""exposure_meter_scale"": 0.914698, ""bbox"": {""x_min"": 2452, ""x_max"": 4767, ""y_min"": 935, ""y_max"": 3250, ""width"": 2315, ""height"": 2315, ""x_min_norm"": 0.3510882016036655, ""x_max_norm"": 0.6825601374570447, ""y_min_norm"": 0.20064377682403434, ""y_max_norm"": 0.6974248927038627, ""x_center_norm"": 0.5168241695303551, ""y_center_norm"": 0.4490343347639485}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9964955449104309],"[""Mockingbird/Thrasher sp.""]",[0.9974001049995422],-0.6149,no_auto_bright_metered_v1,-0.4863,0.914698,[0.9996514320373535],2026-04-02T08:15:04,landscape
IMG_7397.CR3,Northern Mockingbird,0.9962205290794373,Mockingbird/Thrasher sp.,0.996857762336731,0.5870604657423696,.kestrel\export\IMG_7397_export.jpg,.kestrel\crop\IMG_7397_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7397_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9991002082824707, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9962205290794373, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.996857762336731, ""quality"": 0.5870604657423696, ""rating"": 3, ""exposure_correction"": -0.6095, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4897, ""exposure_meter_scale"": 0.920283, ""bbox"": {""x_min"": 2478, ""x_max"": 4839, ""y_min"": 767, ""y_max"": 3128, ""width"": 2361, ""height"": 2361, ""x_min_norm"": 0.3548109965635739, ""x_max_norm"": 0.6928694158075601, ""y_min_norm"": 0.16459227467811158, ""y_max_norm"": 0.671244635193133, ""x_center_norm"": 0.523840206185567, ""y_center_norm"": 0.4179184549356223}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9962205290794373],"[""Mockingbird/Thrasher sp.""]",[0.996857762336731],-0.6095,no_auto_bright_metered_v1,-0.4897,0.920283,[0.9991002082824707],2026-04-02T08:15:05,landscape
IMG_7398.CR3,Northern Mockingbird,0.9833616614341736,Mockingbird/Thrasher sp.,0.9834469556808472,0.6462357165569363,.kestrel\export\IMG_7398_export.jpg,.kestrel\crop\IMG_7398_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7398_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9992069602012634, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9833616614341736, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.9834469556808472, ""quality"": 0.6462357165569363, ""rating"": 4, ""exposure_correction"": -0.5888, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4506, ""exposure_meter_scale"": 0.908638, ""bbox"": {""x_min"": 2391, ""x_max"": 4659, ""y_min"": 1226, ""y_max"": 3494, ""width"": 2268, ""height"": 2268, ""x_min_norm"": 0.34235395189003437, ""x_max_norm"": 0.6670962199312714, ""y_min_norm"": 0.2630901287553648, ""y_max_norm"": 0.7497854077253219, ""x_center_norm"": 0.5047250859106529, ""y_center_norm"": 0.5064377682403434}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9833616614341736],"[""Mockingbird/Thrasher sp.""]",[0.9834469556808472],-0.5888,no_auto_bright_metered_v1,-0.4506,0.908638,[0.9992069602012634],2026-04-02T08:15:06,landscape
IMG_7399.CR3,Northern Mockingbird,0.9946495890617371,Mockingbird/Thrasher sp.,0.9946966767311096,0.7023960481944822,.kestrel\export\IMG_7399_export.jpg,.kestrel\crop\IMG_7399_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_7399_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.999415397644043, ""species"": ""Northern Mockingbird"", ""species_confidence"": 0.9946495890617371, ""family"": ""Mockingbird/Thrasher sp."", ""family_confidence"": 0.9946966767311096, ""quality"": 0.7023960481944822, ""rating"": 4, ""exposure_correction"": -0.5843, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": -0.4528, ""exposure_meter_scale"": 0.9129, ""bbox"": {""x_min"": 2300, ""x_max"": 4661, ""y_min"": 1043, ""y_max"": 3404, ""width"": 2361, ""height"": 2361, ""x_min_norm"": 0.3293241695303551, ""x_max_norm"": 0.6673825887743413, ""y_min_norm"": 0.2238197424892704, ""y_max_norm"": 0.7304721030042919, ""x_center_norm"": 0.49835337915234823, ""y_center_norm"": 0.47714592274678114}}]",0,4,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Mockingbird""]",[0.9946495890617371],"[""Mockingbird/Thrasher sp.""]",[0.9946966767311096],-0.5843,no_auto_bright_metered_v1,-0.4528,0.9129,[0.999415397644043],2026-04-02T08:15:07,landscape
IMG_8378.CR3,Northern Cardinal,0.9334443807601929,Cardinal/Grosbeak/Bunting sp.,0.9955703616142273,0.46145004103510856,.kestrel\export\IMG_8378_export.jpg,.kestrel\crop\IMG_8378_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8378_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9992353916168213, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.9334443807601929, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.9955703616142273, ""quality"": 0.46145004103510856, ""rating"": 3, ""exposure_correction"": 1.4437, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.5924, ""exposure_meter_scale"": 0.902038, ""bbox"": {""x_min"": 2491, ""x_max"": 4198, ""y_min"": 1475, ""y_max"": 3182, ""width"": 1707, ""height"": 1707, ""x_min_norm"": 0.3566723940435281, ""x_max_norm"": 0.6010882016036655, ""y_min_norm"": 0.3165236051502146, ""y_max_norm"": 0.6828326180257511, ""x_center_norm"": 0.4788802978235968, ""y_center_norm"": 0.4996781115879828}}]",0,5,0.0033333333333333335,1.0,0,0,False,"[""Northern Cardinal""]",[0.9334443807601929],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.9955703616142273],1.4437,no_auto_bright_metered_v1,1.5924,0.902038,[0.9992353916168213],2026-04-02T08:25:00,landscape
IMG_8379.CR3,Northern Cardinal,0.9197645783424377,Cardinal/Grosbeak/Bunting sp.,0.9970660209655762,0.4266777384715082,.kestrel\export\IMG_8379_export.jpg,.kestrel\crop\IMG_8379_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8379_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.998488187789917, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.9197645783424377, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.9970660209655762, ""quality"": 0.4266777384715082, ""rating"": 3, ""exposure_correction"": 1.3081, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.4563, ""exposure_meter_scale"": 0.902346, ""bbox"": {""x_min"": 2214, ""x_max"": 4026, ""y_min"": 1520, ""y_max"": 3332, ""width"": 1812, ""height"": 1812, ""x_min_norm"": 0.3170103092783505, ""x_max_norm"": 0.5764604810996563, ""y_min_norm"": 0.3261802575107296, ""y_max_norm"": 0.7150214592274678, ""x_center_norm"": 0.44673539518900346, ""y_center_norm"": 0.5206008583690988}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Cardinal""]",[0.9197645783424377],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.9970660209655762],1.3081,no_auto_bright_metered_v1,1.4563,0.902346,[0.998488187789917],2026-04-02T08:25:01,landscape
IMG_8380.CR3,Northern Cardinal,0.963216245174408,Cardinal/Grosbeak/Bunting sp.,0.9974195957183838,0.4277096562847891,.kestrel\export\IMG_8380_export.jpg,.kestrel\crop\IMG_8380_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8380_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9988148212432861, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.963216245174408, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.9974195957183838, ""quality"": 0.4277096562847891, ""rating"": 3, ""exposure_correction"": 1.3042, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.4568, ""exposure_meter_scale"": 0.899608, ""bbox"": {""x_min"": 2652, ""x_max"": 4464, ""y_min"": 1688, ""y_max"": 3500, ""width"": 1812, ""height"": 1812, ""x_min_norm"": 0.3797250859106529, ""x_max_norm"": 0.6391752577319587, ""y_min_norm"": 0.3622317596566524, ""y_max_norm"": 0.7510729613733905, ""x_center_norm"": 0.5094501718213058, ""y_center_norm"": 0.5566523605150214}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Cardinal""]",[0.963216245174408],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.9974195957183838],1.3042,no_auto_bright_metered_v1,1.4568,0.899608,[0.9988148212432861],2026-04-02T08:25:02,landscape
IMG_8381.CR3,Northern Cardinal,0.9642673134803772,Cardinal/Grosbeak/Bunting sp.,0.9979276061058044,0.40532510119032406,.kestrel\export\IMG_8381_export.jpg,.kestrel\crop\IMG_8381_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8381_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9968907237052917, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.9642673134803772, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.9979276061058044, ""quality"": 0.40532510119032406, ""rating"": 3, ""exposure_correction"": 1.5757, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.7241, ""exposure_meter_scale"": 0.902249, ""bbox"": {""x_min"": 2228, ""x_max"": 4110, ""y_min"": 1703, ""y_max"": 3585, ""width"": 1882, ""height"": 1882, ""x_min_norm"": 0.3190148911798396, ""x_max_norm"": 0.5884879725085911, ""y_min_norm"": 0.365450643776824, ""y_max_norm"": 0.76931330472103, ""x_center_norm"": 0.45375143184421535, ""y_center_norm"": 0.567381974248927}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Cardinal""]",[0.9642673134803772],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.9979276061058044],1.5757,no_auto_bright_metered_v1,1.7241,0.902249,[0.9968907237052917],2026-04-02T08:25:03,landscape
IMG_8382.CR3,Northern Cardinal,0.9697948098182678,Cardinal/Grosbeak/Bunting sp.,0.9972735643386841,0.6221116631690079,.kestrel\export\IMG_8382_export.jpg,.kestrel\crop\IMG_8382_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8382_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9988797307014465, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.9697948098182678, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.9972735643386841, ""quality"": 0.6221116631690079, ""rating"": 4, ""exposure_correction"": 1.3466, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.4981, ""exposure_meter_scale"": 0.900348, ""bbox"": {""x_min"": 2440, ""x_max"": 4334, ""y_min"": 1798, ""y_max"": 3692, ""width"": 1894, ""height"": 1894, ""x_min_norm"": 0.34936998854524626, ""x_max_norm"": 0.620561282932417, ""y_min_norm"": 0.38583690987124464, ""y_max_norm"": 0.792274678111588, ""x_center_norm"": 0.4849656357388316, ""y_center_norm"": 0.5890557939914163}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Cardinal""]",[0.9697948098182678],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.9972735643386841],1.3466,no_auto_bright_metered_v1,1.4981,0.900348,[0.9988797307014465],2026-04-02T08:25:04,landscape
IMG_8383.CR3,Northern Cardinal,0.9564810991287231,Cardinal/Grosbeak/Bunting sp.,0.998624861240387,0.6232945017265846,.kestrel\export\IMG_8383_export.jpg,.kestrel\crop\IMG_8383_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8383_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.9991188645362854, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.9564810991287231, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.998624861240387, ""quality"": 0.6232945017265846, ""rating"": 4, ""exposure_correction"": 1.5478, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.6977, ""exposure_meter_scale"": 0.901334, ""bbox"": {""x_min"": 2284, ""x_max"": 4178, ""y_min"": 1804, ""y_max"": 3698, ""width"": 1894, ""height"": 1894, ""x_min_norm"": 0.3270332187857961, ""x_max_norm"": 0.5982245131729668, ""y_min_norm"": 0.3871244635193133, ""y_max_norm"": 0.7935622317596567, ""x_center_norm"": 0.46262886597938147, ""y_center_norm"": 0.5903433476394849}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Cardinal""]",[0.9564810991287231],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.998624861240387],1.5478,no_auto_bright_metered_v1,1.6977,0.901334,[0.9991188645362854],2026-04-02T08:25:05,landscape
IMG_8384.CR3,Northern Cardinal,0.8753457069396973,Cardinal/Grosbeak/Bunting sp.,0.9940600395202637,0.4263484995291215,.kestrel\export\IMG_8384_export.jpg,.kestrel\crop\IMG_8384_crop_0.jpg,"[{""crop_index"": 0, ""crop_path"": "".kestrel\\crop\\IMG_8384_crop_0.jpg"", ""detection_index"": 0, ""detection_confidence"": 0.998205304145813, ""species"": ""Northern Cardinal"", ""species_confidence"": 0.8753457069396973, ""family"": ""Cardinal/Grosbeak/Bunting sp."", ""family_confidence"": 0.9940600395202637, ""quality"": 0.4263484995291215, ""rating"": 3, ""exposure_correction"": 1.3675, ""exposure_pipeline"": ""no_auto_bright_metered_v1"", ""exposure_subject_stops"": 1.5139, ""exposure_meter_scale"": 0.903485, ""bbox"": {""x_min"": 2434, ""x_max"": 4270, ""y_min"": 1822, ""y_max"": 3658, ""width"": 1836, ""height"": 1836, ""x_min_norm"": 0.34851088201603664, ""x_max_norm"": 0.611397479954181, ""y_min_norm"": 0.3909871244635193, ""y_max_norm"": 0.7849785407725322, ""x_center_norm"": 0.47995418098510884, ""y_center_norm"": 0.5879828326180258}}]",0,5,-1.0,-1.0,-1.0,-1.0,True,"[""Northern Cardinal""]",[0.8753457069396973],"[""Cardinal/Grosbeak/Bunting sp.""]",[0.9940600395202637],1.3675,no_auto_bright_metered_v1,1.5139,0.903485,[0.998205304145813],2026-04-02T08:25:06,landscape
